name,price
Palit GeForce RTX 3080 GamingPro 10GB GDDR6X Graphics Card,<span>TBA</span>
ASUS TUF Gaming GeForce RTX 3060 Ti V2 8GB GDDR6 Graphics Card,<span>TBA</span>
ZOTAC GAMING GeForce RTX 3060 Twin Edge 12GB GDDR6 Graphics Card,<span>TBA</span>
Gigabyte Radeon RX 6900 XT GAMING OC 16GB GDDR6 Graphics Card,<span>TBA</span>
Gigabyte GeForce RTX 3060 Ti Vision OC 8GB (rev. 2.0) Graphics Card,<span>TBA</span>
ZOTAC Gaming GeForce RTX 3070 Ti Trinity OC 8GB GDDR6X Graphics Card,<span>TBA</span>
Zotac Gaming GeForce RTX 3050 Twin Edge GDDR6 8GB Graphics Card,<span>TBA</span>
Deepcool GH-01 A-RGB Graphics Card Holder,<span>TBA</span>
Cooler Master Universal VGA Holder for all size Tower Chassis,<span>TBA</span>
Zotac GeForce GT 710 2GB DDR3 Graphics Card,<span>TBA</span>
GALAX GeForce GT 1030 EXOC White 2GB GDDR5 Graphics Card,<span>TBA</span>
BIOSTAR GeForce GT1030 2GB DDR5 Graphics Card,<span>TBA</span>
Sapphire Pulse Radeon RX 550 2GB GDDR5 Graphics Card,<span>TBA</span>
MSI GeForce GT 1030 AERO ITX OC 2GB Graphic Card,<span>TBA</span>
XFX Radeon RX 560 4GB DDR5 PCI-E AMD Graphics Card (RX-560D4SFG5),<span>TBA</span>
GALAX GeForce GTX 1050 Ti EXOC White 4GB DDR5 Graphics Card,<span>TBA</span>
GALAX GeForce GTX 1650 EX (1-Click OC) 4GB GDDR5 Graphics Card,<span>TBA</span>
MSI GeForce GTX 1650 D6 Ventus XS OCV1 4GB GDDR6 Graphics Card,<span>TBA</span>
PNY GeForce GTX 1650 Dual-Fan 4GB GDDR6 Graphics Card,<span>TBA</span>
XFX AMD Radeon RX 570 RS 8GB XXX Edition Graphics Card,<span>TBA</span>
MSI GeForce GTX 1050 TI 4GB Graphics Card,<span>TBA</span>
MSI GeForce GTX 1650 Super Ventus XS OC 4GB Graphics Card,<span>TBA</span>
Sapphire Pulse Radeon RX 5500 XT 4GB Graphics Card,<span>TBA</span>
MSI Radeon RX 5500 XT Mech 4GB OC Graphics Card,<span>TBA</span>
XFX AMD Radeon RX 5500 XT THICC II Pro 4GB GDDR6 Graphics Card,<span>TBA</span>
ARKTEK NVIDIA Geforce GTX 1050Ti 4GB GDDR5 Graphics Card,<span>TBA</span>
MSI Radeon RX 570 8GT OC 8GB Graphics Card,<span>TBA</span>
MSI Radeon RX 5500 XT Mech 8GB OC Graphics Card,<span>TBA</span>
XFX AMD Radeon RX 5500 XT THICC II Pro 8GB GDDR6 Graphics Card,<span>TBA</span>
MSI Radeon RX 5500 XT Gaming X 8GB GDDR6 Graphics Card,<span>TBA</span>
Sapphire Pulse AMD Radeon RX 6500 XT Gaming OC 4GB GDDR6 Graphics Card,"<span>24,300৳</span>"
Sapphire Nitro+ Radeon RX 5500 XT 8GB Graphics Card,<span>TBA</span>
Galax GeForce GTX 1660 Super EX (1-Click OC) 6GB GDDR6 192-bit Graphics Card,<span>TBA</span>
Asus ROG Strix RX 5500XT 8GB Gaming Graphics Card,<span>TBA</span>
Galax GeForce GTX 1060 OC 6GB GDDR5X Graphics Card,<span>TBA</span>
MSI GeForce GTX 1050 Ti GAMING 4GB Graphics Card,<span>TBA</span>
Asus TUF Gaming X3 GeForce GTX 1660 Super 6GB GDDR6 Graphics Card,<span>TBA</span>
Colorful GeForce GTX 1650 NB DDR6 4GB-V Graphics Card,<span>TBA</span>
MSI GeForce GTX 1660 Ti GAMING X 6G Graphics Card,<span>TBA</span>
XFX RX 580 GTS XXX Edition 8GB DDR5 Graphics Card,<span>TBA</span>
Sapphire Pulse Radeon RX 5600 XT BE 6GB Graphics Card,<span>TBA</span>
MSI GeForce GTX 1650 VENTUS XS 4GB OCV1 Graphics Card,<span>TBA</span>
MSI GeForce GTX 1650 D6 Ventus XS OCV2 4GB GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce GTX 1650 D6 GAMING X 4GB GDDR6 Graphics Card,<span>TBA</span>
XFX AMD Radeon RX 5600 XT THICC III Ultra 6GB GDDR6 Graphics Card,<span>TBA</span>
Asus TUF Gaming GeForce GTX 1650 Super OC 4GB Graphics Card,<span>TBA</span>
XFX AMD Radeon RX 5600 XT THICC III Ultra 14Gbps 6GB GDDR6 Graphics Card,<span>TBA</span>
Asus TUF GeForce GTX 1650 Super Gaming 4GB GDDR6 Graphics Card,<span>TBA</span>
Asus Phoenix GeForce GTX 1650 OC Edition 4GB GDDR6 Graphics Card,<span>TBA</span>
XFX Radeon RX 5700 8GB Core Edition Graphics Card,<span>TBA</span>
Asus TUF Gaming GeForce GTX 1650 4GB GDDR6 Graphics Card,<span>TBA</span>
Asus Dual Radeon RX 5700 Evo OC Edition 8GB Graphics Card,<span>TBA</span>
MSI Radeon RX 5700 XT MECH OC 8GB Graphics Card,<span>TBA</span>
Asus Phoenix GeForce GTX 1660 Super 6GB GDDR6 Graphics Card,<span>TBA</span>
XFX AMD Radeon RX 5600 XT THICC II Pro 6GB GDDR6 Graphics Card,<span>TBA</span>
GALAX GeForce RTX 2060 Super (1-Click OC) V2 8GB GDDR6 256-bit Graphics Card,<span>TBA</span>
XFX AMD Radeon RX 5600 XT THICC II Pro 14Gbps 6GB GDDR6 Graphics Card,<span>TBA</span>
GALAX GeForce RTX 2060 Super EX (1-Click OC) 8GB GDDR6 256-bit Graphics Card,<span>TBA</span>
Gigabyte GeForce RTX 3050 EAGLE OC 8GB GDDR6 Graphics Card,"<span>58,000৳</span>"
BIOSTAR Radeon RX580 8GB GDDR5 Dual Cooling Gaming Graphics Card,<span>TBA</span>
Asus TUF GeForce GTX 1660 Super Gaming 6GB GDDR6 Graphics Card,<span>TBA</span>
XFX Amd Radeon RX590 Fatboy 8GB OC DDR5 Graphics Card,<span>TBA</span>
XFX Radeon RX 5700 XT THICC III ULTRA 8GB GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce GTX 1660 Super Gaming X 6GB GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce GTX 1660 Super Ventus XS OCV1 6GB GDDR6 Graphics Card,<span>TBA</span>
Gigabyte GeForce GTX 1650 SUPER D6 4GB GDDR6 Graphics Card,<span>TBA</span>
Zotac Gaming GeForce RTX 3050 Twin Edge OC 8GB GDDR6 Graphics Card,"<span>40,900৳</span>"
XFX Speedster SWFT 309 AMD Radeon RX 6700 XT Core 12GB GDDR6 Gaming Graphics Card,"<span>81,000৳</span>"
XFX Speedster SWFT 210 Radeon RX 6600 XT Core 8GB GDDR6 Gaming Graphics Card,<span>TBA</span>
Asus ROG Strix GeForce RTX 2060 EVO V2 6GB GDDR6 Graphics Card,<span>TBA</span>
Colorful GeForce RTX 2060 NB DUO 12G-V 12GB GDDR6 Graphics Card,<span>TBA</span>
Galax GeForce RTX 3060 1-Click OC 12GB GDDR6 Graphics Card,<span>TBA</span>
MSI Radeon RX 6600 XT GAMING X 8GB GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce RTX 3060 Ti VENTUS 2X OC 8GB Graphics Card,<span>TBA</span>
ASUS KO GeForce RTX 3060 12GB GDDR6 Graphics Card,<span>TBA</span>
Gigabyte GeForce RTX 3060 Eagle OC 12GB Graphics Card,<span>TBA</span>
GALAX GeForce RTX 2080 Super EX (1-Click OC) 8GB GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce RTX 3060 Ti VENTUS 3X 8G OC LHR GDDR6 Graphics Card,<span>TBA</span>
ASUS TUF Gaming GeForce RTX 3060 12GB GDDR6 Graphics Card,<span>TBA</span>
XFX SPEEDSTER QICK 319 RX 6700 XT 12GB DDR6 Graphics Card,<span>TBA</span>
Sapphire PULSE AMD Radeon RX 6700 XT 12GB RDNA GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce RTX 3060 GAMING X 12GB GDDR6 Graphics Card,"<span>75,000৳</span>"
Palit GeForce RTX 3060 Ti Dual 8GB GDDR6 Graphics Card,<span>TBA</span>
GIGABYTE GeForce RTX 3060 Ti EAGLE 8GB Graphics Card,<span>TBA</span>
ASUS KO GeForce RTX 3060 V2 OC Edition 12GB GDDR6 Graphics Card,<span>TBA</span>
ASUS TUF Gaming GeForce RTX 3060 V2 OC 12GB GDDR6 Graphics Card,<span>TBA</span>
XFX Speedster QICK 210 AMD Radeon RX 6500 XT BLACK 4GB GDDR6 Gaming Graphics Card,"<span>25,500৳</span>"
XFX Speedster QICK 319 AMD Radeon RX 6700 XT BLACK 12GB GDDR6 Gaming Graphics Card,<span>TBA</span>
MSI GeForce RTX 3070 VENTUS 3X OC 8GB Graphics Card,<span>TBA</span>
ASUS TUF Gaming GeForce RTX 3060 Ti V2 OC 8GB GDDR6 Graphics Card,<span>TBA</span>
GALAX GeForce RTX 3070 1-Click OC 8GB DDR6 Graphics Card,<span>TBA</span>
MSI GeForce RTX 3070 GAMING Z TRIO 8GB GDDR6 Graphics Card,<span>TBA</span>
Palit GeForce RTX 3070 GamingPro 8GB GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce RTX 3070 GAMING Z TRIO 8GB LHR GDDR6 Graphics Card,<span>TBA</span>
ASUS TUF Gaming Radeon RX 6700 XT OC Edition 12GB GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce RTX 3070 VENTUS 2X 8GB OC LHR GDDR6 Graphics Card,<span>TBA</span>
ASUS Dual GeForce RTX 3070 8GB GDDR6 Graphics Card,<span>TBA</span>
Asus TUF GeForce RTX 3070 Gaming 8GB GDDR6 Graphics Card,<span>TBA</span>
Asus TUF Gaming RTX 3070 OC Edition 8GB GDDR6 Graphics Card,<span>TBA</span>
MSI GeForce RTX 3070 Ti SUPRIM 8GB GDDR6X Graphics Card,<span>TBA</span>
MSI GeForce RTX 3070 SUPRIM X 8GB Graphics Card,<span>TBA</span>
MSI Geforce RTX 3070 Gaming X Trio 8GB Graphics Card,<span>TBA</span>
Colorful iGame GeForce RTX 3080 Advanced OC 10G LHR-V GDDR6X Graphics Card,<span>TBA</span>
Gigabyte GeForce RTX 3080 GAMING OC 10GB Graphics Card,<span>TBA</span>
Gigabyte GeForce RTX 3080 TURBO 10GB GDDR6X Graphics Card,<span>TBA</span>
Sapphire NITRO+ AMD Radeon RX 6900 XT Gaming 16GB RDNA Graphics Card,<span>TBA</span>
MSI GeForce RTX 3080 GAMING Z TRIO 10GB Graphics Card,<span>TBA</span>
XFX Speedster MERC 319 RX6900 XT AMD RDNA 2 16GB Gaming Graphics Card,<span>TBA</span>
MSI GeForce RTX 3080 GAMING TRIO PLUS 10G LHR GDDR6X Graphics Card,<span>TBA</span>
Asus ROG Strix GeForce RTX 3080 OC Edition 10GB GDDR6X Gaming Graphics Card,<span>TBA</span>
Asus TUF Gaming GeForce RTX 3080 V2 OC Edition 10GB GDDR6X Graphics Card,<span>TBA</span>
MSI GeForce RTX 3080 Ti SUPRIM X 12GB GDDR6X Graphics Card,<span>TBA</span>
ASUS ROG Strix GeForce RTX 3080 Ti OC Edition 12GB GDDR6X Gaming Graphics Card,<span>TBA</span>
MSI GeForce RTX 3090 Gaming X Trio 24GB Graphics Card,<span>TBA</span>
MSI GeForce RTX 3090 SUPRIM X 24GB Graphics Card,<span>TBA</span>
ASUS TUF Gaming GeForce RTX 3090 OC Edition 24GB GDDR6X Graphics Card,<span>TBA</span>
AFOX Geforce GTX750 4GB GDDR5 Dual Fan Low Profile Graphics Card,<span>TBA</span>
ASRock Radeon RX 6500 XT Phantom Gaming D 4GB OC GDDR6 Graphics Card,<span>TBA</span>
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC 8GB Graphics Card,<span>TBA</span>
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC LHR 8GB Graphics Card,<span>TBA</span>
Gigabyte GeForce RTX 3070 Ti Gaming OC 8GB Graphics Card,<span>TBA</span>
